Date,BCOM Index,Unnamed: 2,Date.1,DXY Index,Unnamed: 5,Date.2,GLD Equity,Unnamed: 8,Date.3,LQD Equity,Unnamed: 11,Date.4,SPY Equity,Unnamed: 14,Date.5,TLT Equity
2015-11-04,86.5148,,2015-10-26,96.861,,2015-11-04,105.97,,2015-11-04,115.47,,2015-11-04,210.36,,2015-11-04,121.09
2015-11-05,85.826,,2015-10-27,96.906,,2015-11-05,105.64,,2015-11-05,115.5,,2015-11-05,210.15,,2015-11-05,120.77
2015-11-06,85.2346,,2015-10-28,97.782,,2015-11-06,104.1,,2015-11-06,114.75,,2015-11-06,210.04,,2015-11-06,119.0
2015-11-09,84.2369,,2015-10-29,97.282,,2015-11-09,104.4,,2015-11-09,114.56,,2015-11-09,208.08,,2015-11-09,118.33
2015-11-10,84.0446,,2015-10-30,96.946,,2015-11-10,104.18,,2015-11-10,114.85,,2015-11-10,208.56,,2015-11-10,118.68
2015-11-11,83.618,,2015-11-02,96.928,,2015-11-11,103.83,,2015-11-11,114.84,,2015-11-11,207.74,,2015-11-11,118.43
2015-11-12,82.8691,,2015-11-03,97.158,,2015-11-12,103.85,,2015-11-12,114.8,,2015-11-12,204.84,,2015-11-12,119.0
2015-11-13,82.4332,,2015-11-04,97.95,,2015-11-13,103.56,,2015-11-13,115.14,,2015-11-13,202.54,,2015-11-13,119.68
2015-11-16,82.4601,,2015-11-05,97.936,,2015-11-16,103.71,,2015-11-16,115.16,,2015-11-16,205.62,,2015-11-16,119.57
2015-11-17,81.7422,,2015-11-06,99.168,,2015-11-17,102.34,,2015-11-17,115.28,,2015-11-17,205.47,,2015-11-17,119.77
2015-11-18,81.5672,,2015-11-09,98.979,,2015-11-18,102.43,,2015-11-18,115.31,,2015-11-18,208.73,,2015-11-18,120.02
2015-11-19,81.7412,,2015-11-10,99.293,,2015-11-19,103.56,,2015-11-19,115.65,,2015-11-19,208.55,,2015-11-19,120.82
2015-11-20,81.4234,,2015-11-11,99.013,,2015-11-20,103.09,,2015-11-20,115.63,,2015-11-20,209.3108,,2015-11-20,120.45
2015-11-23,81.4999,,2015-11-12,98.649,,2015-11-23,102.26,,2015-11-23,115.67,,2015-11-23,209.07,,2015-11-23,120.82
2015-11-24,82.1446,,2015-11-13,98.998,,2015-11-24,102.94,,2015-11-24,115.71,,2015-11-24,209.35,,2015-11-24,120.81
2015-11-25,82.2684,,2015-11-16,99.442,,2015-11-25,102.46,,2015-11-25,115.82,,2015-11-25,209.32,,2015-11-25,121.09
2015-11-27,81.0962,,2015-11-17,99.631,,2015-11-27,101.25,,2015-11-27,115.86,,2015-11-27,209.56,,2015-11-27,120.97
2015-11-30,81.0781,,2015-11-18,99.652,,2015-11-30,101.92,,2015-11-30,115.91,,2015-11-30,208.69,,2015-11-30,121.45
2015-12-01,81.7533,,2015-11-19,98.989,,2015-12-01,102.28,,2015-12-01,116.45,,2015-12-01,210.68,,2015-12-01,122.83
2015-12-02,80.3708,,2015-11-20,99.565,,2015-12-02,100.69,,2015-12-02,116.17,,2015-12-02,208.529,,2015-12-02,122.87
2015-12-03,81.2978,,2015-11-23,99.803,,2015-12-03,101.76,,2015-12-03,114.63,,2015-12-03,205.61,,2015-12-03,119.53
2015-12-04,81.7016,,2015-11-24,99.527,,2015-12-04,104.02,,2015-12-04,115.25,,2015-12-04,209.62,,2015-12-04,120.58
2015-12-07,79.5064,,2015-11-25,99.795,,2015-12-07,102.67,,2015-12-07,115.45,,2015-12-07,208.35,,2015-12-07,121.75
2015-12-08,79.169,,2015-11-26,99.795,,2015-12-08,102.84,,2015-12-08,115.3,,2015-12-08,206.949,,2015-12-08,121.81
2015-12-09,79.2466,,2015-11-27,100.02,,2015-12-09,102.64,,2015-12-09,115.27,,2015-12-09,205.34,,2015-12-09,121.68
2015-12-10,79.1544,,2015-11-30,100.17,,2015-12-10,102.55,,2015-12-10,115.0,,2015-12-10,205.87,,2015-12-10,121.84
2015-12-11,78.4224,,2015-12-01,99.795,,2015-12-11,103.11,,2015-12-11,115.2,,2015-12-11,201.88,,2015-12-11,123.76
2015-12-14,77.9609,,2015-12-02,99.993,,2015-12-14,101.79,,2015-12-14,114.35,,2015-12-14,202.9008,,2015-12-14,122.16
2015-12-15,77.5781,,2015-12-03,97.621,,2015-12-15,101.52,,2015-12-15,114.36,,2015-12-15,205.0308,,2015-12-15,121.44
2015-12-16,77.0807,,2015-12-04,98.354,,2015-12-16,102.75,,2015-12-16,114.34,,2015-12-16,208.03,,2015-12-16,121.18
2015-12-17,76.6045,,2015-12-07,98.655,,2015-12-17,100.5,,2015-12-17,114.47,,2015-12-17,204.86,,2015-12-17,122.55
2015-12-18,77.4523,,2015-12-08,98.474,,2015-12-18,102.04,,2015-12-18,114.47,,2015-12-18,200.0208,,2015-12-18,123.23
2015-12-21,77.6985,,2015-12-09,97.345,,2015-12-21,103.15,,2015-12-21,114.55,,2015-12-21,201.67,,2015-12-21,123.2
2015-12-22,77.169,,2015-12-10,97.939,,2015-12-22,102.61,,2015-12-22,114.4,,2015-12-22,203.5,,2015-12-22,122.31
2015-12-23,78.1055,,2015-12-11,97.565,,2015-12-23,102.31,,2015-12-23,114.5,,2015-12-23,206.02,,2015-12-23,121.39
2015-12-24,78.4851,,2015-12-14,97.604,,2015-12-24,103.05,,2015-12-24,114.55,,2015-12-24,205.68,,2015-12-24,121.83
2015-12-28,77.879,,2015-12-15,98.217,,2015-12-28,102.27,,2015-12-28,114.41,,2015-12-28,205.21,,2015-12-28,122.19
2015-12-29,79.0418,,2015-12-16,97.871,,2015-12-29,102.2,,2015-12-29,113.82,,2015-12-29,207.4,,2015-12-29,120.16
2015-12-30,78.0881,,2015-12-17,99.27,,2015-12-30,101.42,,2015-12-30,113.82,,2015-12-30,205.93,,2015-12-30,120.04
2015-12-31,78.5588,,2015-12-18,98.703,,2015-12-31,101.46,,2015-12-31,114.01,,2015-12-31,203.87,,2015-12-31,120.58
2016-01-04,77.9054,,2015-12-21,98.363,,2016-01-04,102.89,,2016-01-04,113.95,,2016-01-04,201.0192,,2016-01-04,121.45
2016-01-05,77.6628,,2015-12-22,98.235,,2016-01-05,103.18,,2016-01-05,114.01,,2016-01-05,201.36,,2016-01-05,120.96
2016-01-06,76.6414,,2015-12-23,98.341,,2016-01-06,104.67,,2016-01-06,114.46,,2016-01-06,198.82,,2016-01-06,122.59
2016-01-07,76.6828,,2015-12-24,97.984,,2016-01-07,106.15,,2016-01-07,114.55,,2016-01-07,194.05,,2016-01-07,122.81
2016-01-08,76.7265,,2015-12-25,97.847,,2016-01-08,105.68,,2016-01-08,114.64,,2016-01-08,191.923,,2016-01-08,123.36
2016-01-11,75.1221,,2015-12-28,97.919,,2016-01-11,104.74,,2016-01-11,114.27,,2016-01-11,192.11,,2016-01-11,122.01
2016-01-12,74.4338,,2015-12-29,98.101,,2016-01-12,104.21,,2016-01-12,114.53,,2016-01-12,193.6608,,2016-01-12,123.77
2016-01-13,74.63,,2015-12-30,98.266,,2016-01-13,104.72,,2016-01-13,114.88,,2016-01-13,188.83,,2016-01-13,124.99
2016-01-14,74.5594,,2015-12-31,98.631,,2016-01-14,103.02,,2016-01-14,114.31,,2016-01-14,191.93,,2016-01-14,123.82
2016-01-15,73.4877,,2016-01-01,98.683,,2016-01-15,104.08,,2016-01-15,114.14,,2016-01-15,187.81,,2016-01-15,125.752
2016-01-19,73.6098,,2016-01-04,98.869,,2016-01-19,103.98,,2016-01-19,113.63,,2016-01-19,188.06,,2016-01-19,125.36
2016-01-20,72.8759,,2016-01-05,99.404,,2016-01-20,105.37,,2016-01-20,113.8,,2016-01-20,185.65,,2016-01-20,126.68
2016-01-21,73.7915,,2016-01-06,99.181,,2016-01-21,105.49,,2016-01-21,113.47,,2016-01-21,186.69,,2016-01-21,125.82
2016-01-22,75.2355,,2016-01-07,98.219,,2016-01-22,105.0,,2016-01-22,113.54,,2016-01-22,190.52,,2016-01-22,125.34
2016-01-25,74.4959,,2016-01-08,98.54,,2016-01-25,106.08,,2016-01-25,113.42,,2016-01-25,187.64,,2016-01-25,126.02
2016-01-26,75.499,,2016-01-11,98.725,,2016-01-26,107.29,,2016-01-26,113.74,,2016-01-26,190.2,,2016-01-26,126.08
2016-01-27,76.1198,,2016-01-12,98.974,,2016-01-27,107.69,,2016-01-27,113.43,,2016-01-27,188.13,,2016-01-27,126.05
2016-01-28,76.1049,,2016-01-13,98.933,,2016-01-28,106.54,,2016-01-28,113.56,,2016-01-28,189.11,,2016-01-28,126.23
2016-01-29,77.2234,,2016-01-14,99.089,,2016-01-29,106.9492,,2016-01-29,114.15,,2016-01-29,193.7208,,2016-01-29,127.3
2016-02-01,75.9526,,2016-01-15,98.956,,2016-02-01,108.05,,2016-02-01,113.45,,2016-02-01,193.65,,2016-02-01,126.67
2016-02-02,74.85,,2016-01-18,98.956,,2016-02-02,108.09,,2016-02-02,113.66,,2016-02-02,190.16,,2016-02-02,129.02
2016-02-03,76.2718,,2016-01-19,98.991,,2016-02-03,109.25,,2016-02-03,113.38,,2016-02-03,191.3,,2016-02-03,127.95
2016-02-04,76.1419,,2016-01-20,99.091,,2016-02-04,110.57,,2016-02-04,113.43,,2016-02-04,191.6,,2016-02-04,128.57
2016-02-05,75.5965,,2016-01-21,99.056,,2016-02-05,112.32,,2016-02-05,113.41,,2016-02-05,187.95,,2016-02-05,128.72
2016-02-08,75.5048,,2016-01-22,99.574,,2016-02-08,113.83,,2016-02-08,114.0,,2016-02-08,185.42,,2016-02-08,131.49
2016-02-09,74.0028,,2016-01-25,99.36,,2016-02-09,113.58,,2016-02-09,113.61,,2016-02-09,185.43,,2016-02-09,131.63
2016-02-10,73.916,,2016-01-26,99.087,,2016-02-10,114.46,,2016-02-10,113.75,,2016-02-10,185.27,,2016-02-10,132.79
2016-02-11,73.9578,,2016-01-27,98.902,,2016-02-11,119.0592,,2016-02-11,114.13,,2016-02-11,182.86,,2016-02-11,133.72
2016-02-12,75.4389,,2016-01-28,98.51,,2016-02-12,118.36,,2016-02-12,113.49,,2016-02-12,186.63,,2016-02-12,131.5
2016-02-16,74.7166,,2016-01-29,99.606,,2016-02-16,114.77,,2016-02-16,112.95,,2016-02-16,189.78,,2016-02-16,130.11
2016-02-17,76.0288,,2016-02-01,99.009,,2016-02-17,115.48,,2016-02-17,112.92,,2016-02-17,192.88,,2016-02-17,129.31
2016-02-18,75.7455,,2016-02-02,98.872,,2016-02-18,118.29,,2016-02-18,113.84,,2016-02-18,192.09,,2016-02-18,130.9
2016-02-19,75.1058,,2016-02-03,97.288,,2016-02-19,117.58,,2016-02-19,113.76,,2016-02-19,192.0,,2016-02-19,131.005
2016-02-22,75.9732,,2016-02-04,96.474,,2016-02-22,115.49,,2016-02-22,113.99,,2016-02-22,194.78,,2016-02-22,130.94
